credit_amount,Country,gender,Age,Balance,annual_income,churn
580,Germany,Female,38,128218.47,125953.83,1
676,France,Female,32,0,75465.41,0
714,Germany,Male,28,77776.39,177737.07,0
597,Germany,Female,72,124978.19,7144.46,0
559,France,Male,29,0,155639.76,0
564,France,Female,28,0,162428.05,0
850,Spain,Male,51,109799.55,12457.76,1
689,France,Male,39,0,14917.09,0
758,Germany,Female,61,125397.21,182184.09,1
604,Spain,Female,71,0,129984.2,0
733,Germany,Male,38,111347.37,194872.97,0
778,Spain,Male,40,104291.41,117507.11,0
732,Germany,Female,61,94867.18,157527.6,1
646,France,Male,24,0,92612.88,0
597,France,Female,33,135703.59,74850.84,0
821,Germany,Female,37,106453.53,127413,0
640,France,Male,43,132412.38,69584.3,1
511,Germany,Female,40,124401.6,198814.24,1
805,France,Male,46,118022.06,162643.15,1
540,Germany,Male,39,82531.11,114092.52,0
705,Spain,Male,44,184552.12,68860.3,1
540,Germany,Male,39,127278.31,16150.34,0
532,Spain,Female,66,0,115227.02,0
535,France,Female,45,0,170621.55,0
627,Germany,Male,23,184244.86,103099.22,0
646,France,Male,52,59669.43,172495.81,1
515,France,Female,25,79543.59,38772.82,0
697,France,Female,39,151553.19,44946.29,0
652,Germany,Male,27,166527.88,146007.7,0
579,Germany,Male,28,150329.15,145558.42,0
760,France,Male,43,121911.59,193312.33,0
769,France,Male,51,156773.78,40257.79,0
498,Spain,Male,29,127864.26,46677.9,0
774,France,Male,53,113709.28,153887.93,1
705,Germany,Female,43,79974.55,103108.33,0
648,France,Female,44,0,58652.23,0
688,France,Female,51,0,91624.11,1
592,Spain,Male,38,0,65986.48,1
705,France,Male,33,144427.96,113845.19,0
654,France,Male,42,99263.09,67607.9,0
624,France,Female,32,79368.87,145471.94,0
594,France,Female,30,0,124071.71,0
695,Spain,Female,34,0,67502.12,0
597,France,Male,28,0,78707.97,0
758,France,Female,52,125095.94,171189.83,1
737,Germany,Female,40,162485.8,149381.32,0
694,Germany,Male,37,95668.82,100335.55,0
683,France,Male,25,0,152698.24,0
538,Spain,Female,30,0,41192.95,0
669,France,Male,37,0,132540.33,0
730,France,Female,34,74197.38,96875.52,0
622,France,Female,31,89688.94,152305.47,0
714,Spain,Female,33,103121.33,49672.01,0
569,Spain,Female,34,0,133997.53,0
668,Germany,Female,59,120170.07,50454.8,0
628,France,Male,32,149136.31,16402.11,0
600,France,Male,40,141136.79,67803.83,0
693,France,Female,43,152341.55,9241.78,0
704,France,Male,36,120026.98,100601.73,0
527,Spain,Male,33,132168.28,98734.15,0
553,Germany,Male,43,85200.82,160574.09,0
575,Spain,Male,53,84903.33,26015.8,0
626,France,Female,32,0,187172.54,0
582,France,Male,20,0,55763.66,0
683,Spain,Male,40,0,75848.22,0
850,France,Male,30,121535.18,40313.47,0
653,Spain,Male,35,116662.96,23864.21,0
679,France,Male,60,0,51380.9,0
549,Germany,Female,49,124829.16,93551.36,0
850,Spain,Female,36,155180.56,169415.54,0
558,Germany,Female,32,108262.87,6935.31,0
528,Spain,Male,40,0,25399.7,0
801,France,Male,38,0,66256.27,0
513,Spain,Male,48,0,114709.13,1
666,Germany,Male,38,99812.88,158357.97,0
606,France,Male,35,132164.26,164815.59,0
599,Germany,Male,45,103583.05,132127.69,1
544,Germany,Male,39,142406.43,146637.45,0
529,Spain,Male,38,99842.5,90256.06,1
850,France,Female,41,0,34827.43,0
497,France,Male,41,0,22074.48,0
764,France,Female,39,81042.42,109805.17,0
603,France,Female,48,0,100478.6,1
609,France,Male,40,0,97416.34,0
487,France,Male,53,199689.49,24207.86,1
748,France,Male,33,142645.43,69132.66,0
710,Spain,Female,75,0,9376.89,0
432,Germany,Female,45,110219.14,43046.7,1
534,Spain,Male,51,0,20856.31,0
607,France,Male,25,0,187048.72,0
551,Spain,Male,32,0,53420.53,0
674,France,Male,45,142072.02,37013.29,0
525,France,Female,25,0,89566.64,0
645,Germany,Male,33,149564.61,149913.84,0
755,France,Female,43,0,18066.69,0
708,Germany,Male,37,153366.13,26912.34,0
715,France,Male,21,76467.16,173511.72,0
727,France,Female,26,121508.28,146785.44,0
559,Spain,Female,27,0,1050.33,0
545,Spain,Male,36,73211.12,89587.34,1
524,France,Male,22,0,74405.34,0
707,France,Female,55,0,54409.48,0
671,Spain,Male,38,92674.94,3647.57,0
439,Spain,Male,52,96196.24,198874.52,1
667,Germany,Female,36,114391.62,53412.54,0
831,Germany,Male,32,80262.66,194867.78,0
545,Spain,Female,33,173331.52,150452.88,0
604,Spain,Female,35,147285.52,57807.05,0
657,Spain,Male,67,119785.47,107534.32,0
487,Spain,Female,36,140137.15,194073.33,0
750,Germany,Female,52,107467.56,126233.18,1
694,Germany,Female,37,98218.04,182354.46,1
711,Germany,Female,35,133607.75,120586.32,0
551,France,Male,37,0,50578.4,0
559,France,Female,38,95139.41,86575.46,0
620,France,Female,29,0,153392.28,0
660,Spain,Male,42,0,115509.59,0
449,France,Female,37,0,82176.48,0
703,Germany,Female,26,97331.19,63717.49,0
795,Germany,Male,37,139265.63,198745.94,0
594,France,Female,31,0,5719.11,0
586,Spain,Male,34,168094.01,20058.61,0
613,Germany,Female,30,131563.88,170638.98,0
601,France,Male,44,0,30607.11,0
657,France,Male,50,0,37171.46,0
531,France,Male,31,0,42589.33,0
621,Germany,Male,47,107363.29,66799.28,0
782,France,Female,33,94493.03,101866.39,0
528,Germany,Female,29,170214.23,49284,0
696,France,Male,52,139781.06,27445.4,1
586,France,Female,35,0,70760.69,0
626,Spain,Female,26,148610.41,104502.02,1
498,France,Male,73,170241.7,165407.96,0
691,France,Female,33,128306.83,113580.79,0
568,France,Female,47,0,45978.39,0
715,France,Female,35,0,152012.36,0
680,Germany,Male,32,175454,77349.92,0
802,Spain,Male,41,0,47322.05,0
539,France,Female,22,100885.93,38772.65,0
494,France,Male,69,93320.8,24489.44,0
594,Germany,Male,38,63176.44,14466.08,0
596,France,Male,33,139451.67,63142.12,0
649,France,Female,52,49113.75,41858.43,0
699,Germany,Male,32,123906.22,127443.82,1
787,France,Female,40,0,84151.98,0
604,France,Male,28,0,58595.64,0
489,Germany,Female,52,131441.51,37240.11,1
651,France,Male,56,0,114522.68,1
698,France,Male,57,136325.48,72549.27,1
578,Germany,Female,38,113150.44,176712.59,1
538,Spain,Female,42,0,152855.96,0
696,France,Female,33,0,73371.65,0
507,Germany,Female,46,102785.16,70323.68,0
685,Spain,Male,34,83264.28,9663.28,0
705,Germany,Male,41,72252.64,142514.66,0
499,Germany,Female,29,148051.52,118623.94,0
717,France,Female,76,138489.66,68400.14,0
510,France,Male,63,0,115291.86,0
632,France,Male,32,111589.33,170382.99,0
668,Germany,Female,39,122104.79,112946.67,1
744,Germany,Male,32,96106.83,79812.77,0
663,Germany,Male,42,115930.87,19862.78,0
638,Germany,Female,37,124513.66,158610.89,0
688,France,Female,54,0,191212.63,1
588,Spain,Male,46,0,61931.21,0
631,France,Male,33,0,58043.02,1
687,Spain,Male,35,100988.39,22247.27,0
599,France,Male,44,118577.24,31448.52,0
718,Spain,Male,28,0,146875.86,0
730,France,Male,27,0,116081.93,0
533,France,Female,39,0,73669.94,1
711,Spain,Female,28,0,93959.96,0
555,Spain,Female,26,0,158918.03,0
850,France,Female,42,113311.11,198193.75,0
678,France,Female,41,0,13160.03,0
576,France,Male,32,0,4660.91,0
835,Germany,Male,20,124365.42,180197.74,1
592,France,Male,42,147249.29,63023.02,0
774,France,Male,36,103688.19,118971.74,0
620,France,Female,29,138740.24,154700.61,0
519,Spain,Male,39,111900.14,97577.17,0
734,Spain,Female,37,152760.24,48990.5,0
763,Germany,Male,31,143966.3,140262.96,1
733,France,Male,51,141556.96,130189.53,0
650,France,Female,43,0,16301.91,0
538,France,Female,33,0,126962.41,0
577,France,Female,46,0,158750.53,0
792,France,Male,30,0,199644.2,0
686,France,Female,41,0,144272.71,1
589,France,Male,29,0,98320.27,0
530,France,Male,25,162560.32,64129.03,0
778,Germany,Female,29,123229.46,181221.09,0
616,Spain,Male,31,76665.71,163809.08,0
550,France,Male,38,140278.99,171457.06,1
655,France,Female,51,0,15801.02,0
721,France,Male,46,115764.32,102950.79,0
499,Germany,Male,36,131142.53,174918.46,0
511,France,Male,45,68375.27,193160.25,1
579,Germany,Female,39,117833.3,5831,1
696,Spain,Female,36,0,82298.59,0
681,France,Male,34,0,130686.59,0
815,France,Male,45,0,52885.23,1
681,Spain,Male,30,111093.01,68985.99,0
641,Spain,Male,42,132657.55,35367.19,0
591,France,Female,56,128882.49,196241.94,1
565,Germany,Male,59,69129.59,170705.53,0
487,France,Male,37,0,126477.41,0
729,France,Male,39,121404.64,159618.17,0
505,Spain,Female,45,131355.3,195395.33,1
580,France,Female,35,102097.33,168285.85,0
642,France,Male,40,154863.15,138052.51,0
850,Spain,Female,41,99945.93,71179.31,0
616,Germany,Male,39,121704.32,55556.3,0
526,Spain,Female,43,0,31705.19,0
523,Germany,Male,35,138782.76,186118.93,0
663,France,Male,35,0,195580.28,0
840,France,Male,30,136291.71,54113.38,0
570,Germany,Male,42,107856.57,127528.84,0
676,Germany,Female,26,108348.66,60231.74,1
689,France,Male,47,93871.95,156878.42,1
703,Spain,Female,45,0,182784.11,1
491,Germany,Male,19,125860.2,129690.5,0
584,France,Male,49,172713.44,113860.81,0
810,France,Female,51,0,184524.74,0
745,Spain,Female,59,0,36124.98,0
625,France,Female,39,130786.92,121316.07,0
535,France,Female,29,112367.34,185630.76,0
729,Spain,Female,45,91091.06,71133.12,0
655,France,Female,26,106198.5,32020.42,0
751,France,Male,47,142669.93,162760.96,0
525,France,Male,33,112833.35,175178.56,0
532,France,Female,40,0,177099.71,0
696,Spain,Female,43,0,66406.37,0
786,Germany,Female,32,104336.43,59559.81,0
580,France,Male,55,104305.74,175750.21,0
596,Germany,Male,47,140187.1,174311.3,0
683,France,Male,39,0,171716.81,0
747,France,Female,45,114959.12,189362.39,1
602,France,Male,33,164704.38,180716.1,1
779,France,Male,62,119096.55,116977.89,0
551,France,Male,31,0,185105.44,0
666,France,Male,47,0,35046.97,1
526,Spain,Male,30,0,36251,0
849,France,Female,41,115465.28,103174.5,0
471,France,Female,27,0,122642.09,0
628,Spain,Male,43,184926.61,122937.57,0
674,Germany,Male,43,85957.88,8757.39,0
797,France,Male,32,114084.6,125782.29,0
590,Spain,Female,29,166930.76,122487.73,0
588,France,Female,27,0,20066.38,0
577,France,Male,29,0,55473.15,0
571,France,Female,38,107193.82,38962.94,0
680,France,Male,36,116275.12,63795.8,0
648,Spain,Female,27,0,163060.43,0
618,France,Male,39,91068.56,26578.69,0
648,Germany,Male,41,123049.21,5066.76,0
759,France,Female,39,0,140497.67,0
585,France,Male,40,0,146156.98,0
774,France,Female,42,137781.65,199316.19,0
697,Germany,Female,48,108128.96,103944.37,0
605,Spain,Male,39,105317.73,138021.36,0
676,France,Male,20,80569.73,68621.98,0
678,France,Female,22,174852.89,28149.06,0
495,Spain,Female,45,89158.94,135169.76,1
787,France,Female,85,0,116537.96,0
770,France,Male,36,89800.14,105922.69,0
817,Germany,Male,45,101207.75,88211.12,1
659,France,Male,43,106086.42,26900.63,0
693,France,Male,21,0,3494.02,0
744,France,Male,47,0,113163.17,0
829,Spain,Female,26,101440.36,19324.5,0
716,France,Male,38,0,189678.7,0
671,France,Male,34,106603.74,26387.71,0
835,Germany,Female,29,130420.2,106276.55,0
636,France,Female,38,0,45015.38,0
649,Spain,Male,29,45022.23,173495.77,0
621,Germany,Male,27,74298.43,52581.96,0
658,Germany,Female,31,133003.03,146339.27,1
784,Spain,Male,48,0,182609.97,0
783,Spain,Female,37,136689.66,197890.65,0
615,France,Male,32,0,6225.63,0
791,France,Female,44,0,123977.86,1
762,France,Male,53,102520.37,170195.4,0
607,France,Male,35,0,114190.3,0
601,France,Female,34,0,27022.57,0
540,Spain,Male,67,88382.01,59457,0
812,France,Male,44,115049.15,165038.41,0
685,France,Male,58,104796.54,154181.41,0
680,France,Male,33,123082.08,134960.98,0
680,Spain,Female,58,0,65708.5,0
631,France,Female,33,0,117374.22,0
569,France,Female,43,0,77703.19,0
584,Germany,Male,33,88311.48,177651.38,0
582,France,Female,40,0,60954.45,0
609,France,Male,32,71872.19,151924.9,0
506,Spain,Male,35,110046.93,26318.73,0
503,France,Male,42,104430.08,147557.71,0
503,France,Female,28,0,125918.17,0
806,Germany,Male,31,138653.51,190803.37,0
653,France,Female,31,102575.04,11043.54,0
666,France,Male,43,137780.74,119100.05,1
674,Spain,Male,32,0,140579.17,0
798,France,Male,32,0,37731.95,0
740,France,Female,30,105209.54,1852.58,0
531,Germany,Female,32,109570.21,172049.84,0
614,Germany,Female,44,118715.86,133591.11,1
556,France,Male,35,0,192751.18,0
678,Germany,Female,43,153393.18,193828.27,0
587,Germany,Male,33,132603.36,55775.72,0
527,Spain,Female,36,0,102280.29,0
757,Germany,Female,34,129398.01,44965.44,0
468,Spain,Male,28,0,170661.02,0
693,France,Male,29,151352.74,197145.89,0
483,France,Female,44,136836.49,192359.9,1
466,France,Male,40,91592.06,141210.18,1
770,France,Female,30,0,100557.03,0
734,France,Female,54,0,130805.54,1
716,France,Female,22,0,92606.98,0
439,France,Male,36,165536.28,123956.83,0
538,Germany,Male,25,62482.95,102758.43,0
743,France,Male,40,68155.59,94876.65,0
734,Spain,Female,43,55853.33,94811.85,1
656,France,Male,37,0,67840.81,0
666,France,Female,31,79589.43,4050.57,0
627,Spain,Male,41,100880.76,134665.25,0
480,Germany,Female,25,174330.35,181647.13,0
792,France,Male,19,143390.51,33282.84,0
613,Germany,Male,59,91415.76,27965,1
476,Germany,Male,30,134366.42,68343.53,0
539,France,Female,24,0,198161.07,0
696,Spain,Male,60,88786.81,196858.4,0
810,Germany,Male,35,96814.46,120511.03,0
763,Germany,Male,32,160680.41,30886.35,0
640,France,Female,29,0,2743.69,0
655,France,Female,47,0,167778.62,0
526,Germany,Male,31,145537.21,132404.64,0
678,France,Female,28,0,144423.17,1
554,France,Female,45,0,181204.5,0
597,Spain,Female,30,119370.11,182726.22,1
560,Spain,Female,28,0,120880.72,0
850,Germany,Female,47,134381.52,26812.89,1
546,Germany,Female,74,114888.74,66732.63,1
623,Germany,Male,42,149332.48,100834.22,0
698,France,Female,40,105061.74,107815.31,1
620,France,Male,32,0,34665.79,0
619,France,Female,40,0,147093.84,1
561,France,Male,21,0,36942.35,0
753,France,Female,39,155062.8,16460.77,0
721,Spain,Male,43,88798.34,45610.63,0
451,France,Male,33,0,184954.11,0
680,Germany,Female,51,143139.87,47795.43,1
590,Spain,Female,23,0,196789.9,0
634,Germany,Male,27,107027.52,173425.68,0
676,France,Male,29,140720.93,36221.18,0
642,France,Male,30,80964.57,174738.2,0
760,France,Male,39,178585.46,67131.3,1
736,Spain,Female,26,135889.13,165692.03,0
656,France,Male,43,134919.85,194691.95,0
776,Germany,Male,33,115130.34,129525.5,1
832,Spain,Female,34,138190.13,146511.2,0
631,Germany,Male,37,131519.49,51752.18,0
795,Spain,Female,56,0,35418.69,1
648,Germany,Female,39,126935.98,57995.74,0
615,France,Male,39,133707.09,108152.75,0
682,France,Female,27,97893.2,166144.98,0
694,France,Male,34,127900.03,101737.8,0
694,France,Male,37,143835.47,33326.71,0
607,France,Male,44,0,81140.09,0
664,France,Male,48,0,140173.17,1
756,France,Male,60,0,166513.49,1
645,France,Female,40,129596.77,103232.6,0
653,Spain,Male,30,0,120736.04,0
710,Germany,Female,24,110407.44,15832.43,1
697,France,Female,76,0,188772.45,0
619,Germany,Female,41,142015.76,114323.66,0
648,Spain,Male,55,81370.07,181534.04,0
482,Germany,Female,48,69329.47,102640.52,1
548,France,Female,28,116755.5,158585.17,1
752,Spain,Male,44,83870.33,178722.24,0
648,France,Female,39,130694.89,153955.38,1
643,Spain,Female,34,117451.47,65374.86,0
573,Germany,Female,35,206868.78,102986.15,0
686,France,Female,39,111695.62,136643.84,0
644,France,Female,40,137285.26,77063.63,1
702,France,Female,29,149218.39,9633.01,0
652,France,Male,51,0,43496.36,0
641,Spain,Male,32,0,24267.28,0
692,Germany,Female,41,130701.29,59354.24,1
574,Spain,Male,34,0,28269.86,0
643,France,Female,31,167949.48,143162.34,0
834,France,Male,23,131254.81,20199.3,0
591,France,Male,28,0,48606.92,0
470,Spain,Male,34,0,89013.67,0
608,Spain,Male,34,86656.13,59890.29,0
649,Germany,Female,37,114737.26,106655.88,1
665,France,Female,38,0,156439.56,0
651,France,Female,39,0,24176.44,0
555,Germany,Male,62,119817.33,43507.1,1
637,France,Female,48,130806.99,132005.85,1
675,France,Female,49,0,80496.71,1
677,Spain,Male,40,0,88947.56,0
850,Germany,Female,35,80931.75,12639.67,1
815,France,Female,56,0,94248.16,1
665,Germany,Male,32,132178.67,11865.76,0
485,France,Female,27,0,141449.86,0
577,Spain,Male,43,0,149457.81,0
586,France,Female,35,164769.02,119814.25,1
722,Germany,Male,29,107233.85,24924.92,0
528,France,Female,27,176227.07,139481.53,0
542,France,Female,39,109949.39,41268.65,0
552,France,Female,34,0,1351.41,0
678,France,Female,60,117738.81,147489.76,1
575,Spain,Female,37,133292.45,111175.09,0
669,France,Female,43,160474.59,95963.14,0
636,France,Male,43,0,43128.95,0
667,Germany,Male,55,154393.43,137674.96,1
652,Germany,Female,45,110827.49,153383.54,1
637,Germany,Female,36,145750.45,96660.76,0
516,Spain,Female,45,109044.3,115818.16,0
801,France,Female,32,75170.54,37898.5,0
692,France,Female,42,0,145222.93,0
585,France,Female,28,105795.9,41219.09,0
590,France,Male,32,0,59249.83,0
554,Spain,Male,66,0,116747.62,0
659,France,Female,49,0,116249.72,1
690,France,Female,26,118097.87,61257.83,0
697,Germany,Male,29,172693.54,141798.98,0
610,France,Male,36,129440.3,102638.35,0
599,Spain,Male,36,0,13210.56,0
544,France,Male,23,96471.2,35550.97,0
548,France,Female,46,0,104469.06,1
635,Spain,Male,24,140197.18,142935.83,0
722,France,Male,20,0,195486.28,0
564,France,Female,33,135946.26,63170,0
719,France,Male,69,0,58320.06,0
547,Germany,Male,50,81290.02,177747.03,1
850,France,Female,42,0,19632.64,1
515,Germany,Male,60,113715.36,18424.24,1
667,Spain,Male,56,168883.08,18897.78,0
607,Germany,Male,36,143421.74,97879.02,0
525,France,Male,26,153644.39,63197.88,0
606,Spain,Female,53,109330.06,75860.01,0
686,Germany,Female,27,115095.88,78622.46,0
611,France,Male,35,0,23598.23,1
827,Spain,Male,46,183276.32,13460.27,0
572,France,Male,33,68193.72,19998.31,0
726,France,Female,32,0,185075.63,0
579,Germany,Male,31,139729.54,135815.38,0
598,Spain,Female,56,98365.33,44251.33,0
663,France,Male,36,0,136349.55,0
505,Germany,Female,37,122453.97,52693.99,0
576,Germany,Male,30,132174.41,93767.03,0
555,Spain,Female,24,0,197866.55,0
524,France,Male,30,0,126812.85,0
776,Spain,Male,39,104349.45,79503.05,0
645,Germany,Female,41,138881.04,129936.53,1
850,Germany,Female,32,116968.91,175094.62,0
603,Germany,Male,35,105346.03,130379.5,0
691,France,Male,26,136623.19,153228,0
583,France,Female,29,0,111285.85,0
584,France,Female,66,0,49553.38,1
679,France,Female,33,0,98015.85,0
646,France,Male,36,124445.52,88481.32,0
559,France,Female,34,68999.66,66879.27,0
595,Spain,Male,36,85768.42,24802.77,0
527,France,Male,47,0,21312.16,1
684,Spain,Male,34,100628,190263.78,0
673,Spain,Female,32,0,72873.33,0
802,Spain,Male,38,0,57764.65,0
675,France,Male,54,0,110273.84,1
762,Spain,Female,19,0,55500.17,0
580,France,Male,50,125647.36,57541.08,1
621,Germany,Female,31,100375.39,90384.26,0
411,France,Female,36,0,120694.35,0
815,France,Male,24,171922.72,178028.96,0
631,Germany,Female,32,146810.99,180990.29,0
514,Germany,Female,45,109032.23,155407.21,1
638,France,Male,57,0,33676.48,1
791,Spain,Male,25,0,89666.28,0
516,France,Male,35,128653.59,127558.26,0
734,France,Male,37,80387.81,77272.62,0
611,France,Male,58,0,107665.68,1
850,Germany,Male,43,108508.82,184044.8,1
641,France,Male,31,155978.17,91510.71,0
585,France,Female,38,0,87363.56,0
552,Germany,Male,50,121175.56,117505.07,1
507,France,Female,29,89349.47,180626.68,0
735,Spain,Male,38,86131.71,93478.96,0
707,France,Female,58,102346.86,114672.64,0
698,Germany,Female,36,121263.62,13387.88,0
841,France,Male,31,0,173240.52,0
688,Spain,Female,33,0,27557.18,1
614,France,Male,51,0,5552.37,0
511,Germany,Male,48,149726.08,88307.87,1
447,France,Male,43,0,33879.26,1
738,France,Male,35,161274.05,181429.87,0
422,France,Female,33,0,102655.31,0
537,Spain,Male,30,103138.17,96555.42,0
707,Germany,Female,40,109628.44,189366.03,0
690,France,Male,54,0,12847.61,1
664,Germany,Male,33,97286.16,143433.33,0
850,France,Female,33,118004.26,183983.82,0
584,Spain,Male,32,85534.83,169137.24,0
728,France,Female,59,0,163365.85,1
560,Spain,Female,43,95140.44,123181.44,1
629,France,Female,31,0,16447.6,1
658,France,Male,25,0,173948.4,0
794,Germany,Female,54,75900.84,192154.66,0
790,France,Female,41,126619.27,198224.38,0
640,France,Male,44,111833.47,67202.74,0
652,Spain,Male,37,0,68789.93,0
583,France,Female,57,238387.56,147964.99,1
775,France,Female,32,108698.96,161069.73,0
584,France,Female,39,112687.69,127749.61,0
635,Germany,Female,48,81556.89,191914.37,0
814,France,Male,48,136596.85,185791.9,0
735,Germany,Female,43,98807.45,184570.04,1
678,France,Female,31,0,130446.65,0
693,France,Male,37,0,82867.55,0
640,France,Female,30,107499.7,187632.22,0
773,Spain,Female,23,0,56759.79,0
736,France,Female,30,0,34180.33,0
693,France,Female,28,0,158545.25,0
496,France,Female,41,176024.05,182337.98,0
751,France,Female,39,0,84175.34,0
528,Germany,Male,39,127631.62,22197.8,1
754,Spain,Female,19,0,189641.11,0
568,Germany,Female,26,109819.16,154491.39,0
592,Spain,Female,41,138734.94,90020.74,0
558,Germany,Male,25,111363.1,197264.35,0
825,France,Male,34,0,31933.06,0
677,Germany,Male,28,143988,8755.69,1
653,France,Male,34,118838.75,52820.13,0
593,Spain,Male,35,161637.75,20008.46,0
632,France,Female,44,133793.89,34607.14,1
601,Germany,Male,35,71553.83,177384.45,0
786,France,Female,62,0,165702.64,0
654,France,Female,40,0,167889.1,0
572,France,Female,38,0,133122.62,0
813,France,Female,62,64667.95,140454.14,0
523,France,Female,28,121164.11,59938.81,0
506,Spain,Male,50,0,12016.79,0
513,Spain,Male,72,98903.06,81251.24,0
664,France,Female,31,104158.84,134169.85,0
684,France,Male,54,0,94888.6,0
608,Spain,Female,63,139529.93,175696.16,1
527,France,Female,25,0,96758.58,0
666,France,Male,53,64646.7,128019.48,1
779,France,Male,71,0,146895.36,1
629,France,Female,40,0,139356.3,0
430,France,Male,35,118894.22,2923.61,0
712,France,Male,24,0,121232.51,0
682,France,Male,30,0,2053.42,0
634,France,Female,41,68213.99,6382.46,0
487,Spain,Female,31,0,158750.13,0
808,Spain,Male,47,139196,74028.36,0
527,France,Female,32,0,44099.75,0
637,Germany,Male,50,126345.55,17323,1
802,Spain,Male,40,0,175043.69,0
529,France,Female,38,0,146388.85,1
850,France,Female,43,0,2465.8,0
738,France,Male,18,0,47799.15,0
817,France,Male,34,129278.43,165562.84,0
735,France,Male,31,119558.35,72927.68,0
619,Germany,Female,41,92467.58,38270.47,0
671,France,Male,27,0,120893.07,0
581,Spain,Female,31,0,188377.21,0
690,Spain,Male,36,0,55902.93,0
579,Spain,Male,56,99340.83,4523.74,1
688,Spain,Female,24,0,102195.16,0
599,Spain,Female,28,126833.79,60843.09,1
729,Germany,Male,29,109676.52,25548.47,0
718,France,Female,29,0,134462.29,0
712,Germany,Male,53,134729.99,132702.64,0
474,France,Male,37,98431.37,75698.44,0
565,Germany,Male,33,130368.31,105642.43,0
658,France,Female,31,123974.96,102153.75,0
714,France,Male,63,138082.16,166677.54,0
725,France,Male,45,129855.32,24218.65,0
825,France,Male,40,132308.22,117122.5,0
665,Germany,Female,45,155447.65,51871.95,1
670,Spain,Male,35,124268.64,84321.03,0
474,Germany,Female,34,176311.36,160213.27,0
591,France,Male,40,99886.42,88695.19,0
508,France,Female,31,0,6123.15,0
695,France,Female,36,0,167749.54,0
660,Germany,Male,24,85089.3,71638,0
687,Germany,Male,41,134318.21,198064.52,0
658,Germany,Male,29,75395.53,54914.92,0
705,Germany,Female,33,116765.7,190659.17,1
739,Spain,Male,60,0,51637.67,0
844,France,Male,38,111501.66,119333.38,0
602,Germany,Female,48,76595.08,127095.14,0
759,France,Female,33,160541.36,93541.14,0
747,Germany,Male,38,129728.6,89289.54,0
673,France,Male,47,0,108762.16,0
671,Spain,Female,34,130929.02,28238.25,1
640,Germany,Female,74,116800.25,34130.43,0
581,Germany,Male,40,101016.53,7926.35,1
630,France,Male,67,0,27330.27,0
703,France,Female,33,190566.65,79997.14,0
698,Spain,Female,47,0,50213.81,1
742,Germany,Female,43,97067.69,60920.03,1
652,France,Female,37,92208.54,197699.8,1
644,France,Male,37,186347.97,92809.73,0
735,Spain,Male,55,103176.62,163516.16,0
777,France,Female,58,0,62449.07,1
644,Germany,Female,40,77270.08,115800.1,1
665,Germany,Female,37,111911.63,110359.68,1
529,Germany,Male,72,94216.05,78695.68,0
803,Spain,Female,45,0,128378.04,0
604,Spain,Female,26,0,155248.62,0
738,France,Male,49,106770.82,123499.27,0
655,Germany,Female,72,138089.97,99920.41,0
698,Germany,Male,39,133191.19,53289.49,0
775,France,Female,66,0,67622.34,0
735,France,Male,41,74135.85,11783.1,1
766,Spain,Male,41,99208.46,62402.38,0
537,Germany,Male,84,92242.34,186235.98,0
599,Germany,Male,25,108380.72,79005.95,0
420,Spain,Female,55,91893.32,144870.28,1
674,France,Female,32,85757.93,95481,0
570,France,Female,46,0,820.46,0
623,Germany,Male,33,96759.42,174777.98,0
710,France,Male,30,0,8991.17,0
466,France,Male,29,0,2797.27,0
759,France,Female,22,0,22303.17,0
581,France,Male,71,0,197562.08,0
820,France,Male,33,132150.26,23067.97,0
759,France,Male,41,0,190294.12,0
628,France,Female,31,175443.75,113167.17,1
676,France,Male,31,78990.15,124777.14,0
591,France,Female,33,113743.37,124625.08,0
690,France,Female,26,157624.84,49599.27,0
624,France,Female,62,125163.62,151411.5,0
573,France,Female,23,0,122964.18,0
694,France,Male,60,0,57088.97,0
632,Spain,Female,29,80922.75,7820.78,0
632,France,Male,40,193354.86,149188.41,0
832,Germany,Female,40,107648.94,134638.97,0
598,Germany,Female,46,131769.04,184980.23,1
430,Germany,Male,36,138992.48,122373.42,0
711,France,Female,37,113899.92,80215.2,0
582,Germany,Male,26,114450.32,14081.64,0
605,France,Male,39,0,199390.45,0
657,France,Female,37,0,7667.48,0
578,Spain,Male,40,63609.92,74965.61,1
532,France,Male,38,0,30583.95,0
612,France,Female,42,75497.51,149682.78,0
792,France,Female,42,0,92664.09,0
674,France,Female,26,0,138423.1,0
680,France,Male,31,0,3148.2,0
593,France,Female,39,117704.73,197933.5,0
679,Germany,Male,35,130463.55,37341.17,0
493,Spain,Male,32,46161.18,79577.4,0
688,Spain,Male,42,0,197602.29,0
769,Germany,Male,43,110182.54,87537.32,0
581,Spain,Male,49,0,41623.59,0
465,France,Male,41,117221.15,168280.95,0
641,France,Female,35,0,125986.18,0
731,Germany,Female,43,79120.27,548.52,1
625,France,Male,37,177069.24,96088.54,0
468,France,Male,36,61636.97,107787.42,0
790,France,Male,26,0,20510.79,0
587,Germany,Female,37,104414.03,192026.02,0
692,France,Male,66,159732.02,118188.15,0
676,Germany,Female,34,89437.03,189540.95,0
571,France,Male,41,0,63736.17,0
700,France,Female,32,0,95740.37,0
445,France,Female,30,0,127939.19,0
746,France,Male,36,142400.77,193438.69,0
722,France,Female,47,88011.4,90655.94,1
596,France,Male,36,0,12067.39,0
